entry_time,exit_time,direction,entry_px,exit_px,exit_reason,gross_pts,cost_pts,net_pts,net_krw,size_factor,exit_date,entry_close,entry_high,entry_low,entry_volume,exit_close,exit_high,exit_low,exit_volume,regime,year,entry_rsi,entry_macd,entry_macd_signal,entry_macd_hist,entry_atr,entry_supertrend,entry_supertrend_dir,entry_ma20,entry_ma60,entry_bb_upper,entry_bb_lower,entry_bb_middle,is_win,entry_hour,entry_dayofweek,entry_month,win_probability,entry_quality_score,atr_stop_loss,atr_take_profit
2022-04-04 11:55:00,2022-04-04 15:45:00,1,364.35,365.5,eod,1.1499999999999773,0.1218955,1.028104499999977,32385.291749999287,1.0,2022-04-04,364.45,364.55,364.2,0.0,365.5,365.5,365.5,0.0,1.0,2022,65.71428571428655,0.206397343682795,0.2207498294114721,-0.0143524857286771,0.2892857142857191,360.50892857142856,-1.0,364.2175,363.535,364.55196736929344,363.8830326307066,364.2175,1,11,0,4,0.8827985,0.928489236253942,0.43392857142857866,1.0125000000000168
2022-04-13 09:20:00,2022-04-13 15:45:00,1,353.9,358.8,eod,4.900000000000034,0.121381,4.778619000000034,150526.49850000106,1.0,2022-04-13,353.65,353.9,353.15,0.0,358.8,358.8,358.8,0.0,1.0,2022,58.82352941176411,0.4169588738481593,0.2974485958084646,0.1195102780396947,0.5178571428571429,350.7392857142857,-1.0,352.9725,352.3583333333333,354.2089954720625,351.73600452793744,352.9725,1,9,2,4,0.7124446,0.9416443461222872,0.7767857142857144,1.8125000000000002
2022-04-28 09:30:00,2022-04-28 15:45:00,1,345.6,349.9,eod,4.2999999999999545,0.120865,4.179134999999954,131642.75249999855,1.0,2022-04-28,345.6,345.9,345.5,0.0,349.9,349.9,349.9,0.0,1.0,2022,55.91397849462373,0.0907252441539867,0.1140227513331101,-0.0232975071791233,0.6964285714285755,341.9535714285714,-1.0,345.7625,345.6816666666667,346.59719187486525,344.92780812513473,345.7625,1,9,3,4,0.7135015,0.9651373348873348,1.0446428571428632,2.437500000000014
2022-05-13 11:55:00,2022-05-13 15:45:00,1,344.4,345.7,eod,1.3000000000000114,0.120703,1.1792970000000111,37147.855500000354,1.0,2022-05-13,344.45,344.5,344.35,0.0,345.7,345.7,345.7,0.0,1.0,2022,74.19354838709748,0.6630875164140093,0.7546048495130561,-0.0915173330990467,0.2928571428571404,356.5696428571428,1.0,343.895,341.19250000000005,344.6204036985556,343.1695963014444,343.895,1,11,4,5,0.83129346,0.882744116994117,0.43928571428571056,1.0249999999999913
2022-05-20 09:15:00,2022-05-20 15:45:00,1,346.25,349.65,eod,3.3999999999999773,0.120877,3.279122999999977,103292.37449999928,1.0,2022-05-20,346.5,346.75,346.25,0.0,349.65,349.65,349.65,0.0,1.0,2022,75.34246575342453,0.6172626620173673,0.1842343808531741,0.4330282811641932,0.7321428571428531,356.5696428571428,1.0,343.475,343.18416666666667,346.1820084477848,340.7679915522152,343.475,1,9,4,5,0.77124274,0.9781805971805972,1.0982142857142796,2.562499999999986
2022-06-24 09:15:00,2022-06-24 14:45:00,1,307.6,313.4,pivot,5.7999999999999545,0.11863,5.681369999999955,178963.15499999857,1.0,2022-06-24,308.25,308.4,306.9,0.0,313.55,313.7,313.25,0.0,1.0,2022,56.11510791366929,0.1567421837740426,-0.0337897134250625,0.1905318971991051,0.9107142857142816,303.73035714285714,-1.0,306.8825,306.8275,308.40574964196776,305.3592503580322,306.8825,1,9,4,6,0.72752523,0.9622014790764792,1.3660714285714224,3.187499999999986
2022-06-28 14:50:00,2022-06-28 15:45:00,1,317.1,318.95,eod,1.849999999999966,0.1190815,1.7309184999999658,54523.93274999892,1.0,2022-06-28,317.15,317.25,316.85,0.0,318.95,318.95,318.95,0.0,1.0,2022,50.0,0.1862467099217042,0.2024075240915018,-0.0161608141697976,0.4607142857142808,303.73035714285714,-1.0,316.9625,316.5216666666667,317.6437334004113,316.2812665995886,316.9625,1,14,1,6,0.674042,0.9944902597402596,0.6910714285714212,1.6124999999999827
2022-07-18 10:20:00,2022-07-18 15:45:00,1,313.05,316.0,eod,2.9499999999999886,0.1188715,2.831128499999988,89180.54774999963,1.0,2022-07-18,312.9,313.2,312.7,0.0,316.0,316.0,316.0,0.0,1.0,2022,61.34453781512578,1.0331294217506295,1.0303554621243478,0.0027739596262819,0.7892857142857151,314.6678571428571,1.0,311.64250000000004,309.1258333333334,314.8305162117984,308.4544837882017,311.64250000000004,1,10,0,7,0.78030205,0.8054664567458681,1.1839285714285728,2.762500000000003
2022-07-26 12:00:00,2022-07-26 15:45:00,1,319.1,320.5,eod,1.3999999999999773,0.119188,1.2808119999999772,40345.57799999928,1.0,2022-07-26,319.1,319.25,319.05,0.0,320.5,320.5,320.5,0.0,1.0,2022,47.91666666666741,0.0263927489002071,0.0381564847001042,-0.0117637357998971,0.3250000000000049,321.65,1.0,319.2225,319.1558333333333,319.6448680094732,318.8001319905269,319.2225,1,12,1,7,0.67433894,0.969007215007215,0.48750000000000737,1.137500000000017
2022-08-31 12:20:00,2022-08-31 15:45:00,1,319.3,321.0,eod,1.6999999999999886,0.119209,1.5807909999999885,49794.91649999964,1.0,2022-08-31,319.9,320.0,319.3,0.0,321.0,321.0,321.0,0.0,1.0,2022,82.35294117647072,0.3696111268806135,0.2485203060098474,0.121090820870766,0.3321428571428555,314.0625,-1.0,318.615,318.33250000000004,319.57147378621147,317.65852621378855,318.615,1,12,2,8,0.74529046,0.9713401875901876,0.4982142857142833,1.1624999999999943
2022-11-11 13:00:00,2022-11-11 15:45:00,1,323.05,324.95,eod,1.8999999999999773,0.11944,1.7805599999999773,56087.63999999929,1.0,2022-11-11,323.2,323.2,322.95,0.0,324.95,324.95,324.95,0.0,1.0,2022,64.99999999999963,0.4244951915470665,0.4395758572103296,-0.0150806656632631,0.3607142857142865,325.23035714285714,1.0,322.5675,320.5808333333334,323.209269756018,321.925730243982,322.5675,1,13,4,11,0.6221784,0.9171336163836163,0.5410714285714298,1.2625000000000026
